#tm, #states, #transitions, steps, time(s), memory(MB)
4, 256, 65536, 4600, 22.945422316, 17.731704711914062
4, 256, 65536, 4610, 22.995112557, 27.233657836914062
4, 256, 65536, 4620, 23.044905454, 36.73170471191406
4, 256, 65536, 4630, 23.095189404, 7.314674377441406
4, 256, 65536, 4640, 23.144909715, 16.812721252441406
4, 256, 65536, 4650, 23.194662524, 26.314674377441406
4, 256, 65536, 4660, 23.244839527, 35.812721252441406
4, 256, 65536, 4670, 23.295463496, 6.422126770019531
4, 256, 65536, 4680, 23.344721589, 15.920173645019531
4, 256, 65536, 4690, 23.393419075, 24.92017364501953
4, 256, 65536, 4700, 23.442062962, 34.42212677001953
4, 256, 65536, 4710, 23.491675434, 5.01910400390625
4, 256, 65536, 4720, 23.540867896, 14.52105712890625
4, 256, 65536, 4730, 23.589329101, 24.01910400390625
4, 256, 65536, 4740, 23.638979234, 33.52105712890625
4, 256, 65536, 4750, 23.688193729, 3.7874526977539062
4, 256, 65536, 4760, 23.737193392, 13.289405822753906
4, 256, 65536, 4770, 23.786403044, 22.787452697753906
4, 256, 65536, 4780, 23.83554346, 31.787452697753906
4, 256, 65536, 4790, 23.885846447, 2.3833236694335938
